"Ship yyyymm","Ship date","Ship location","Order number","Po number","Bill of lading","Loc bol#","Master bill 10","Ship from location","Ship from address","Ship from city","Ship from state","Ship from zip","Type of sale","Customer","Ship to name","Ship to address","Ship to city","Ship to state","Ship to zip","Chep","Ww","Other","Header plt","Calc plt","Gross weight","Default pallet type","Master bill stop"
"2023-11","2023/11/15",60   ,"060-10439","82984     ",31397  ,"X06031397 ","0604047582","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",11     ,0      ,0      ,24     ,24     ,38820    ,"**",1
"2023-11","2023/11/15",60   ,"060-10440","82985     ",31398  ,"X06031398 ","0604047583","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",13     ,0      ,0      ,24     ,24     ,38485    ,"**",1
"2023-11","2023/11/15",60   ,"060-10441","82986     ",31399  ,"X06031399 ","0604047581","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",9      ,0      ,0      ,24     ,24     ,38893    ,"**",1
"2023-11","2023/11/15",60   ,"060-10442","82987     ",31400  ,"X06031400 ","0604047584","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",11     ,0      ,0      ,24     ,24     ,41200    ,"**",1
"2023-11","2023/11/15",60   ,"060-10443","82988     ",31402  ,"X06031402 ","0604047585","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",8      ,0      ,0      ,23     ,23     ,39871    ,"**",1
"2023-11","2023/11/15",60   ,"060-10446","82989     ",31401  ,"X06031401 ","0604047586","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",6      ,0      ,0      ,21     ,21     ,38024    ,"**",1
"2023-11","2023/11/16",60   ,"060-10447","82990     ",31403  ,"X06031403 ","0604047588","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",8      ,0      ,0      ,24     ,24     ,44438    ,"**",1
"2023-11","2023/11/16",60   ,"060-10448","82991     ",31404  ,"X06031404 ","0604047587","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",7      ,0      ,0      ,23     ,23     ,40438    ,"**",1
"2023-11","2023/11/16",60   ,"060-10449","82992     ",31405  ,"X06031405 ","0604047590","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",8      ,0      ,0      ,21     ,21     ,36901    ,"**",1
"2023-11","2023/11/16",60   ,"060-10463","83007     ",31406  ,"X06031406 ","0604047996","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",8      ,0      ,0      ,22     ,22     ,35880    ,"**",1
"2023-11","2023/11/16",60   ,"060-10464","83008     ",31407  ,"X06031407 ","0604047997","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",0      ,0      ,0      ,23     ,23     ,42476    ,"**",1
"2023-11","2023/11/16",60   ,"060-10397","82944     ",31412  ,"X06031412 ","0604047417","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",19     ,0      ,0      ,24     ,24     ,38632    ,"**",1
"2023-11","2023/11/16",60   ,"060-10465","83009     ",31408  ,"X06031408 ","0604047999","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",13     ,0      ,0      ,24     ,24     ,38430    ,"**",1
"2023-11","2023/11/16",60   ,"060-10466","83010     ",31410  ,"X06031410 ","0604047998","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",15     ,0      ,0      ,23     ,23     ,36747    ,"**",1
"2023-11","2023/11/16",60   ,"060-10467","83011     ",31413  ,"X06031413 ","0604048003","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",9      ,0      ,0      ,22     ,22     ,38174    ,"**",1
"2023-11","2023/11/16",60   ,"060-10468","83012     ",31414  ,"X06031414 ","0604048000","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",0      ,0      ,0      ,23     ,23     ,42477    ,"**",1
"2023-11","2023/11/16",60   ,"060-10469","83013     ",31415  ,"X06031415 ","0604048002","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",11     ,0      ,0      ,24     ,24     ,38004    ,"**",1
"2023-11","2023/11/16",60   ,"060-10470","83014     ",31419  ,"X06031419 ","0604048004","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",0      ,0      ,0      ,24     ,24     ,40909    ,"**",1
"2023-11","2023/11/16",60   ,"060-10471","83015     ",31418  ,"X06031418 ","0604048005","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",14     ,0      ,0      ,24     ,24     ,39014    ,"**",1
"2023-11","2023/11/16",60   ,"060-10472","83016     ",31417  ,"X06031417 ","0604048001","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",5      ,0      ,0      ,24     ,24     ,43012    ,"**",1
"2023-11","2023/11/16",60   ,"060-10474","83018     ",31416  ,"X06031416 ","0604048008","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",11     ,0      ,0      ,24     ,24     ,37962    ,"**",1
"2023-11","2023/11/16",60   ,"060-10475","83019     ",31420  ,"X06031420 ","0604048012","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",7      ,0      ,0      ,24     ,24     ,40969    ,"**",1
"2023-11","2023/11/16",60   ,"060-10476","83020     ",31421  ,"X06031421 ","0604048013","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",0      ,0      ,0      ,24     ,24     ,40909    ,"**",1
"2023-11","2023/11/16",60   ,"060-10477","83021     ",31422  ,"X06031422 ","0604048014","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",11     ,0      ,0      ,24     ,24     ,36986    ,"**",1
"2023-11","2023/11/16",60   ,"060-10478","83022     ",31423  ,"X06031423 ","0604048015","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",9      ,0      ,0      ,24     ,24     ,38120    ,"**",1
"2023-11","2023/11/16",60   ,"060-10479","83023     ",31424  ,"X06031424 ","0604048017","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",7      ,0      ,0      ,25     ,25     ,44052    ,"**",1
"2023-11","2023/11/16",60   ,"060-10480","83024     ",31425  ,"X06031425 ","0604048016","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",11     ,0      ,0      ,23     ,23     ,38353    ,"**",1
"2023-11","2023/11/16",60   ,"060-10481","83025     ",31426  ,"X06031426 ","0604048019","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",4      ,0      ,0      ,24     ,23     ,41550    ,"**",1
"2023-11","2023/11/16",60   ,"060-10482","83026     ",31427  ,"X06031427 ","0604048018","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",0      ,0      ,0      ,24     ,24     ,41988    ,"**",1
"2023-11","2023/11/17",60   ,"060-10484","83028     ",31428  ,"X06031428 ","0604048021","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",4      ,0      ,0      ,23     ,23     ,40617    ,"**",1
"2023-11","2023/11/17",60   ,"060-10485","83029     ",31429  ,"X06031429 ","0604048022","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",2      ,0      ,0      ,24     ,22     ,42279    ,"**",1
"2023-11","2023/11/17",60   ,"060-10509","83049     ",31430  ,"X06031430 ","0604048198","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",0      ,0      ,0      ,24     ,24     ,42432    ,"**",1
"2023-11","2023/11/17",60   ,"060-10486","83030     ",31431  ,"X06031431 ","0604048024","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",2      ,0      ,0      ,24     ,21     ,41410    ,"**",1
"2023-11","2023/11/17",60   ,"060-10487","83031     ",31434  ,"X06031434 ","0604048023","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",7      ,0      ,0      ,23     ,23     ,42730    ,"**",1
"2023-11","2023/11/17",60   ,"060-10488","83032     ",31435  ,"X06031435 ","0604048025","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",12     ,0      ,0      ,21     ,21     ,40041    ,"**",1
"2023-11","2023/11/17",60   ,"060-10508","83048     ",31432  ,"X06031432 ","0604048193","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",0      ,0      ,0      ,23     ,23     ,40936    ,"**",1
"2023-11","2023/11/17",60   ,"060-10510","83050     ",31433  ,"X06031433 ","0604048194","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",0      ,0      ,0      ,24     ,24     ,42432    ,"**",1
"2023-11","2023/11/17",60   ,"060-10489","83033     ",31436  ,"X06031436 ","0604048026","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",0      ,0      ,0      ,23     ,23     ,42425    ,"**",1
"2023-11","2023/11/17",60   ,"060-10490","83034     ",31438  ,"X06031438 ","0604048029","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",7      ,0      ,0      ,24     ,24     ,42344    ,"**",1
"2023-11","2023/11/17",60   ,"060-10491","83035     ",31440  ,"X06031440 ","0604048027","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",0      ,0      ,0      ,23     ,23     ,42477    ,"**",1
"2023-11","2023/11/17",60   ,"060-10511","83051     ",31439  ,"X06031439 ","0604048195","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",0      ,0      ,0      ,24     ,24     ,42432    ,"**",1
"2023-11","2023/11/17",60   ,"060-10492","83036     ",31441  ,"X06031441 ","0604048030","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",6      ,0      ,0      ,24     ,24     ,42259    ,"**",1
"2023-11","2023/11/17",60   ,"060-10500","83041     ",31442  ,"X06031442 ","0604048191","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",6      ,0      ,0      ,24     ,24     ,41490    ,"**",1
"2023-11","2023/11/17",60   ,"060-10501","83042     ",31443  ,"X06031443 ","0604048190","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",3      ,0      ,0      ,22     ,22     ,37200    ,"**",1
"2023-11","2023/11/17",60   ,"060-10502","83043     ",31444  ,"X06031444 ","0604048188","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",0      ,0      ,0      ,22     ,22     ,38896    ,"**",1
"2023-11","2023/11/17",60   ,"060-10503","83044     ",31445  ,"X06031445 ","0604048192","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",3      ,0      ,0      ,20     ,20     ,33294    ,"**",1
"2023-11","2023/11/17",60   ,"060-10504","83045     ",31446  ,"X06031446 ","0604048199","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",19     ,0      ,0      ,19     ,19     ,41655    ,"**",1
"2023-11","2023/11/17",60   ,"060-10506","83046     ",31447  ,"X06031447 ","0604048197","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",3      ,0      ,0      ,23     ,23     ,39287    ,"**",1
"2023-11","2023/11/20",60   ,"060-10473","83017     ",31461  ,"X06031461 ","0604048006","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",0      ,0      ,0      ,23     ,23     ,42476    ,"**",1
"2023-11","2023/11/18",60   ,"060-10493","83037     ",31451  ,"X06031451 ","0604048031","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",1      ,0      ,0      ,24     ,24     ,46894    ,"**",1
"2023-11","2023/11/18",60   ,"060-10498","83039     ",31450  ,"X06031450 ","0604048187","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",5      ,0      ,0      ,24     ,24     ,43488    ,"**",1
"2023-11","2023/11/18",60   ,"060-10499","83040     ",31452  ,"X06031452 ","0604048189","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",7      ,0      ,0      ,22     ,22     ,38242    ,"**",1
"2023-11","2023/11/17",60   ,"060-10507","83047     ",31448  ,"X06031448 ","0604048196","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",4      ,0      ,0      ,24     ,24     ,40493    ,"**",1
"2023-11","2023/11/18",60   ,"060-10513","83053     ",31454  ,"X06031454 ","0604048210","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",3      ,0      ,0      ,23     ,23     ,34414    ,"**",1
"2023-11","2023/11/18",60   ,"060-10514","83054     ",31453  ,"X06031453 ","0604048212","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",20     ,0      ,0      ,20     ,20     ,44040    ,"**",1
"2023-11","2023/11/18",60   ,"060-10515","83055     ",31458  ,"X06031458 ","0604048213","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",0      ,0      ,0      ,19     ,19     ,40030    ,"**",1
"2023-11","2023/11/18",60   ,"060-10516","83056     ",31459  ,"X06031459 ","0604048214","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",0      ,0      ,0      ,24     ,24     ,35724    ,"**",1
"2023-11","2023/11/18",60   ,"060-10517","83057     ",31460  ,"X06031460 ","0604048211","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",4      ,0      ,0      ,24     ,24     ,38021    ,"**",1
"2023-11","2023/11/20",60   ,"060-10518","83058     ",31462  ,"X06031462 ","0604048215","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",20     ,0      ,0      ,20     ,20     ,44040    ,"**",1
"2023-11","2023/11/20",60   ,"060-10519","83059     ",31463  ,"X06031463 ","0604048216","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",2      ,0      ,0      ,24     ,24     ,37259    ,"**",1
"2023-11","2023/11/18",60   ,"060-10540","83072     ",31456  ,"X06031456 ","0604048448","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",7      ,0      ,0      ,23     ,23     ,36488    ,"**",1
"2023-11","2023/11/18",60   ,"060-10558","83091     ",31449  ,"X06031449 ","0604048465","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",0      ,0      ,0      ,24     ,24     ,42432    ,"**",1
"2023-11","2023/11/18",60   ,"060-10569","83102     ",31455  ,"X06031455 ","0604048475","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",0      ,0      ,0      ,23     ,23     ,42425    ,"**",1
"2023-11","2023/11/20",60   ,"060-10520","83060     ",31464  ,"X06031464 ","0604048223","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",1      ,0      ,0      ,13     ,13     ,29758    ,"**",1
"2023-11","2023/11/20",60   ,"060-10521","83061     ",31468  ,"X06031468 ","0604048219","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",3      ,0      ,0      ,24     ,24     ,37125    ,"**",1
"2023-11","2023/11/20",60   ,"060-10522","83062     ",31467  ,"X06031467 ","0604048221","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",2      ,0      ,0      ,24     ,24     ,36036    ,"**",1
"2023-11","2023/11/20",60   ,"060-10523","83063     ",31471  ,"X06031471 ","0604048222","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",0      ,0      ,0      ,24     ,24     ,43919    ,"**",1
"2023-11","2023/11/20",60   ,"060-10524","83064     ",31470  ,"X06031470 ","0604048220","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",7      ,0      ,0      ,24     ,24     ,33161    ,"**",1
"2023-11","2023/11/20",60   ,"060-10526","83066     ",31469  ,"X06031469 ","0604048218","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",6      ,0      ,0      ,23     ,23     ,40348    ,"**",1
"2023-11","2023/11/20",60   ,"060-10527","83067     ",31466  ,"X06031466 ","0604048224","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",5      ,0      ,0      ,21     ,21     ,37670    ,"**",1
"2023-11","2023/11/20",60   ,"060-10528","83068     ",31472  ,"X06031472 ","0604048226","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",8      ,0      ,0      ,24     ,24     ,38874    ,"**",1
"2023-11","2023/11/20",60   ,"060-10529","83069     ",31473  ,"X06031473 ","0604048225","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",0      ,0      ,0      ,24     ,24     ,37166    ,"**",1
"2023-11","2023/11/20",60   ,"060-10530","83070     ",31475  ,"X06031475 ","0604048227","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",16     ,0      ,0      ,24     ,24     ,41449    ,"**",1
"2023-11","2023/11/20",60   ,"060-10582","83115     ",31474  ,"X06031474 ","0604048489","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",0      ,0      ,0      ,23     ,23     ,42476    ,"**",1
"2023-11","2023/11/20",60   ,"060-10539","83071     ",31476  ,"X06031476 ","0604048446","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",2      ,0      ,0      ,24     ,24     ,38019    ,"**",1
"2023-11","2023/11/20",60   ,"060-10541","83073     ",31477  ,"X06031477 ","0604048449","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",11     ,0      ,0      ,24     ,24     ,42252    ,"**",1
"2023-11","2023/11/20",60   ,"060-10542","83074     ",31480  ,"X06031480 ","0604048447","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",2      ,0      ,0      ,22     ,22     ,40239    ,"**",1
"2023-11","2023/11/20",60   ,"060-10543","83075     ",31479  ,"X06031479 ","0604048450","060-Ft. Worth       ","1100 Defiel Road         ","SAGINAW         ","TX",761791216  ,"1","36506-002","VENTURA FOODS B/T LOC 208","2554 DOWING DRIVE        ","FORT WORTH      ","TX","76106          ",16     ,0      ,0      ,24     ,24     ,42563    ,"**",1
